"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTVIEWEDDATE","LASTREFERENCEDDATE","AGE_RANGE__C","CODELIST__C","CODE__C","CATEGORY__C","CONTENT__C","DATA_TYPE__C","DESCRIBE_FIELD__C","FILE_NAME__C","FIELD__C","FORM__C","GENDER_REQUIRED__C","GENDER__C","LONGLABEL__C","LONG_DESCRIPTION__C","NOTE__C","NUMBER__C","OBJECT__C","PAGE__C","PERCENTILE__C","QUESTION_FIELD__C","RAW_SCORE__C","SOURCE_FORM__C","SCALE_NUMBER__C","SCALE__C","SECTION__C","SIG_RANGE__C","SYMPTOM__C","T_SCORE__C","TYPE__C","VARIABLE_LABEL__C","VARIABLE_NAME__C","VARIABLE_TYPE__C","VARIABLE_VALUE__C","VARIABLE__C","WEIGHT__C","VARIABLE_NUMBER__C"
"a0855000001CwoCAAS","005i0000001QIixAAG","false","DS DATA - 7893375","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","When something reminds me of what happened I get very upset, afraid, or sad.","DS_PTSD_Form_Info","","BASELINE","PTSV11","DS_PTSD_CA","false","","","","","11.0","DS_PTSD_CA_B","","","","","","","","false","","B4","","Children / Adolescents","","","","","","",""
"a0855000001CwoDAAS","005i0000001QIixAAG","false","DS DATA - 7893376","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I have trouble feeling happiness or love.","DS_PTSD_Form_Info","","BASELINE","PTSV12","DS_PTSD_CA","false","","","","","12.0","DS_PTSD_CA_B","","","","","","","","false","","D7","","Children / Adolescents","","","","","","",""
"a0855000001CwoEAAS","005i0000001QIixAAG","false","DS DATA - 7893377","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I try not to think about or have feelings about what happened.","DS_PTSD_Form_Info","","BASELINE","PTSV13","DS_PTSD_CA","false","","","","","13.0","DS_PTSD_CA_B","","","","","","","","false","","C1","","Children / Adolescents","","","","","","",""
"a0855000001CwoFAAS","005i0000001QIixAAG","false","DS DATA - 7893378","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","When something reminds me of what happened, I have strong feelings in my body like my heart beats fast, my head aches or my stomach aches.","DS_PTSD_Form_Info","","BASELINE","PTSV14","DS_PTSD_CA","false","","","","","14.0","DS_PTSD_CA_B","","","","","","","","false","","B5","","Children / Adolescents","","","","","","",""
"a0855000001CwoGAAS","005i0000001QIixAAG","false","DS DATA - 7893379","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I am mad with someone for making the bad thing happen, not doing more to stop it, or to help after.","DS_PTSD_Form_Info","","BASELINE","PTSV15","DS_PTSD_CA","false","","","","","15.0","DS_PTSD_CA_B","","","","","","","","false","","D3","","Children / Adolescents","","","","","","",""
"a0855000001CwoHAAS","005i0000001QIixAAG","false","DS DATA - 7893380","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I have thoughts like, ""I will never be able to trust other people.""","DS_PTSD_Form_Info","","BASELINE","PTSV16","DS_PTSD_CA","false","","","","","16.0","DS_PTSD_CA_B","","","","","","","","false","","D2","","Children / Adolescents","","","","","","",""
"a0855000001CwoIAAS","005i0000001QIixAAG","false","DS DATA - 7893381","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel alone even when I am around other people.","DS_PTSD_Form_Info","","BASELINE","PTSV17","DS_PTSD_CA","false","","","","","17.0","DS_PTSD_CA_B","","","","","","","","false","","D6","","Children / Adolescents","","","","","","",""
"a0855000001CwoJAAS","005i0000001QIixAAG","false","DS DATA - 7893382","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I have upsetting thoughts, pictures or sounds of what happened come into my mind when I don't want them to.","DS_PTSD_Form_Info","","BASELINE","PTSV18","DS_PTSD_CA","false","","","","","18.0","DS_PTSD_CA_B","","","","","","","","false","","B1","","Children / Adolescents","","","","","","",""
"a0855000001CwoKAAS","005i0000001QIixAAG","false","DS DATA - 7893383","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I think that part of what happened was my fault.","DS_PTSD_Form_Info","","BASELINE","PTSV19","DS_PTSD_CA","false","","","","","19.0","DS_PTSD_CA_B","","","","","","","","false","","D3","","Children / Adolescents","","","","","","",""
"a0855000001CwoLAAS","005i0000001QIixAAG","false","DS DATA - 7893384","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I hurt myself on purpose.","DS_PTSD_Form_Info","","BASELINE","PTSV20","DS_PTSD_CA","false","","","","","20.0","DS_PTSD_CA_B","","","","","","","","false","","E2","","Children / Adolescents","","","","","","",""
"a0855000001CwoMAAS","005i0000001QIixAAG","false","DS DATA - 7893385","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I have trouble going to sleep, wake up often, or have trouble getting back to sleep.","DS_PTSD_Form_Info","","BASELINE","PTSV21","DS_PTSD_CA","false","","","","","21.0","DS_PTSD_CA_B","","","","","","","","false","","E6","","Children / Adolescents","","","","","","",""
"a0855000001CwoNAAS","005i0000001QIixAAG","false","DS DATA - 7893386","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel ashamed or guilty about some part of what happened.","DS_PTSD_Form_Info","","BASELINE","PTSV22","DS_PTSD_CA","false","","","","","22.0","DS_PTSD_CA_B","","","","","","","","false","","D4","","Children / Adolescents","","","","","","",""
"a0855000001CwoOAAS","005i0000001QIixAAG","false","DS DATA - 7893387","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I have trouble remembering important parts of what happened.","DS_PTSD_Form_Info","","BASELINE","PTSV23","DS_PTSD_CA","false","","","","","23.0","DS_PTSD_CA_B","","","","","","","","false","","D1","","Children / Adolescents","","","","","","",""
"a0855000001CwoPAAS","005i0000001QIixAAG","false","DS DATA - 7893388","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel jumpy or startle easily, like when I hear a loud noise or when something surprises me.","DS_PTSD_Form_Info","","BASELINE","PTSV24","DS_PTSD_CA","false","","","","","24.0","DS_PTSD_CA_B","","","","","","","","false","","E4","","Children / Adolescents","","","","","","",""
"a0855000001CwoQAAS","005i0000001QIixAAG","false","DS DATA - 7893389","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel afraid or scared.","DS_PTSD_Form_Info","","BASELINE","PTSV25","DS_PTSD_CA","false","","","","","25.0","DS_PTSD_CA_B","","","","","","","","false","","D4","","Children / Adolescents","","","","","","",""
"a0855000001CwoRAAS","005i0000001QIixAAG","false","DS DATA - 7893390","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I do risky or unsafe things that could really hurt me or someone else.","DS_PTSD_Form_Info","","BASELINE","PTSV26","DS_PTSD_CA","false","","","","","26.0","DS_PTSD_CA_B","","","","","","","","false","","E2","","Children / Adolescents","","","","","","",""
"a0855000001CwoSAAS","005i0000001QIixAAG","false","DS DATA - 7893391","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I want to get back at someone for what happened.","DS_PTSD_Form_Info","","BASELINE","PTSV27","DS_PTSD_CA","false","","","","","27.0","DS_PTSD_CA_B","","","","","","","","false","","D4","","Children / Adolescents","","","","","","",""
"a0855000001CwoTAAS","005i0000001QIixAAG","false","DS DATA - 7893392","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel like I am seeing myself or what I am doing from outside my body (like watching myself in a movie).","DS_PTSD_Form_Info","","BASELINE","PTSV28","DS_PTSD_CA","false","","","","","28.0","DS_PTSD_CA_B","","","","","","","","false","","A1","","Children / Adolescents","","","","","","",""
"a0855000001CwoUAAS","005i0000001QIixAAG","false","DS DATA - 7893393","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel not connected to my body, like I'm not really there inside.","DS_PTSD_Form_Info","","BASELINE","PTSV29","DS_PTSD_CA","false","","","","","29.0","DS_PTSD_CA_B","","","","","","","","false","","A1","","Children / Adolescents","","","","","","",""
"a0855000001CwoVAAS","005i0000001QIixAAG","false","DS DATA - 7893394","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel like things around me look strange, different, or like I am in a fog.","DS_PTSD_Form_Info","","BASELINE","PTSV30","DS_PTSD_CA","false","","","","","30.0","DS_PTSD_CA_B","","","","","","","","false","","A2","","Children / Adolescents","","","","","","",""
"a0855000001CwoWAAS","005i0000001QIixAAG","false","DS DATA - 7893395","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","With Dissociative Symptoms (Dissociative Subtype)","DS_PTSD_Form_Info","","BASELINE","","DS_PTSD_CA","false","","","","","27.5","DS_PTSD_CA_B","","","","","","","","true","","","","Children / Adolescents","","","","","","",""
"a0855000001CwoXAAS","005i0000001QIixAAG","false","DS DATA - 7893396","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","","I feel like things around me are not real, like I am in a dream.","DS_PTSD_Form_Info","","BASELINE","PTSV31","DS_PTSD_CA","false","","","","","31.0","DS_PTSD_CA_B","","","","","","","","false","","A2","","Children / Adolescents","","","","","","",""
"a0855000001CwoYAAS","005i0000001QIixAAG","false","DS DATA - 7893397","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","","","","GT","General Trauma Information Form","DS_Form_Info","","BASELINE","","","false","","","","","","DS_GTRAUMA","DS_GTRAUMA","","","","","","","false","","","","","","","","","GT","",""
"a0855000001CwoZAAS","005i0000001QIixAAG","false","DS DATA - 7893398","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Other problems","DS_CBCL_Form_Info","CBO114S","BASELINE","","DS_CBCL_6_18","false","","","","","114.0","DS_CBCL_B","","","CBO114","","DS_CBCL_6_18","9.0","Other","false","","Other Problems","","6_18","","","","","","",""
"a0855000001CwoaAAC","005i0000001QIixAAG","false","DS DATA - 7893399","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Other problems","DS_CBCL_Form_Info","CBO115S","BASELINE","","DS_CBCL_6_18","false","","","","","115.0","DS_CBCL_B","","","CBO115","","DS_CBCL_6_18","9.0","Other","false","","Other Problems","","6_18","","","","","","",""
"a0855000001CwobAAC","005i0000001QIixAAG","false","DS DATA - 7893400","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Clings to adults or too dependent","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","11.0","DS_CBCL_B","","","CBO11","","DS_CBCL_6_18","4.0","IV","false","","Dependent","","6_18","","","","","","",""
"a0855000001CwocAAC","005i0000001QIixAAG","false","DS DATA - 7893401","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Fails to finish things he/she starts","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","4.0","DS_CBCL_B","","","CBO4","","DS_CBCL_6_18","6.0","VI","false","","Fails to finish","","6_18","","","","","","",""
"a0855000001CwodAAC","005i0000001QIixAAG","false","DS DATA - 7893402","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Bowel movements outside toilet","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","6.0","DS_CBCL_B","","","CBO6","","DS_CBCL_6_18","9.0","Other","false","","BM out of toilet","","6_18","","","","","","",""
"a0855000001CwoeAAC","005i0000001QIixAAG","false","DS DATA - 7893403","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Argues a lot","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","3.0","DS_CBCL_B","","","CBO3","","DS_CBCL_6_18","8.0","VIII","false","","Argues a lot","","6_18","","","","","","",""
"a0855000001CwofAAC","005i0000001QIixAAG","false","DS DATA - 7893404","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","There is very little he/she enjoys","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","5.0","DS_CBCL_B","","","CBO5","","DS_CBCL_6_18","2.0","II","false","","Enjoys little","","6_18","","","","","","",""
"a0855000001CwogAAC","005i0000001QIixAAG","false","DS DATA - 7893405","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Can't get his/her mind off certain thoughts; obsessions","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","9.0","DS_CBCL_B","","","CBO9","","DS_CBCL_6_18","5.0","V","false","","Can't get mind off thoughts","","6_18","","","","","","",""
"a0855000001CwohAAC","005i0000001QIixAAG","false","DS DATA - 7893406","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Complains of loneliness","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","12.0","DS_CBCL_B","","","CBO12","","DS_CBCL_6_18","4.0","IV","false","","Lonely","","6_18","","","","","","",""
"a0855000001CwoiAAC","005i0000001QIixAAG","false","DS DATA - 7893407","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Cries a lot","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","14.0","DS_CBCL_B","","","CBO14","","DS_CBCL_6_18","1.0","I","false","","Cries a lot","","6_18","","","","","","",""
"a0855000001CwojAAC","005i0000001QIixAAG","false","DS DATA - 7893408","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Can't concentrate, can't pay attention for long","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","8.0","DS_CBCL_B","","","CBO8","","DS_CBCL_6_18","6.0","VI","false","","Can't concentrate","","6_18","","","","","","",""
"a0855000001CwokAAC","005i0000001QIixAAG","false","DS DATA - 7893409","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Can't sit still, restless, or hyperactive","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","10.0","DS_CBCL_B","","","CBO10","","DS_CBCL_6_18","6.0","VI","false","","Can't sit still","","6_18","","","","","","",""
"a0855000001CwolAAC","005i0000001QIixAAG","false","DS DATA - 7893410","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Acts too young for his/her age","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","1.0","DS_CBCL_B","","","CBO1","","DS_CBCL_6_18","6.0","VI","false","","Acts young","","6_18","","","","","","",""
"a0855000001CwomAAC","005i0000001QIixAAG","false","DS DATA - 7893411","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Drinks alcohol without parents' approval","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","2.0","DS_CBCL_B","","","CBO2","","DS_CBCL_6_18","7.0","VII","false","","Drinks alcohol","","6_18","","","","","","",""
"a0855000001CwonAAC","005i0000001QIixAAG","false","DS DATA - 7893412","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Confused or seems to be in a fog","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","13.0","DS_CBCL_B","","","CBO13","","DS_CBCL_6_18","6.0","VI","false","","Confused","","6_18","","","","","","",""
"a0855000001CwooAAC","005i0000001QIixAAG","false","DS DATA - 7893413","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Bragging, boasting","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","7.0","DS_CBCL_B","","","CBO7","","DS_CBCL_6_18","9.0","Other","false","","Brags","","6_18","","","","","","",""
"a0855000001CwopAAC","005i0000001QIixAAG","false","DS DATA - 7893414","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Nightmares","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","47.0","DS_CBCL_B","","","CBO47","","DS_CBCL_6_18","3.0","III","false","","Nightmares","","6_18","","","","","","",""
"a0855000001CwoqAAC","005i0000001QIixAAG","false","DS DATA - 7893415","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Plays with own sex parts too much","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","60.0","DS_CBCL_B","","","CBO60","","DS_CBCL_6_18","5.0","V","false","","Sex parts too much","","6_18","","","","","","",""
"a0855000001CworAAC","005i0000001QIixAAG","false","DS DATA - 7893416","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Poor school work","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","61.0","DS_CBCL_B","","","CBO61","","DS_CBCL_6_18","6.0","VI","false","","Poor schoolwork","","6_18","","","","","","",""
"a0855000001CwosAAC","005i0000001QIixAAG","false","DS DATA - 7893417","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Poorly coordinated or clumsy","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","62.0","DS_CBCL_B","","","CBO62","","DS_CBCL_6_18","4.0","IV","false","","Clumsy","","6_18","","","","","","",""
"a0855000001CwotAAC","005i0000001QIixAAG","false","DS DATA - 7893418","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Prefers being with older kids","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","63.0","DS_CBCL_B","","","CBO63","","DS_CBCL_6_18","7.0","VII","false","","Prefers older kids","","6_18","","","","","","",""
"a0855000001CwouAAC","005i0000001QIixAAG","false","DS DATA - 7893419","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","005i0000001QIixAAG","2016-04-22T16:17:51.000Z","","","6_18","","","","Refuses to talk","DS_CBCL_Form_Info","","BASELINE","","DS_CBCL_6_18","false","","","","","65.0","DS_CBCL_B","","","CBO65","","DS_CBCL_6_18","2.0","II","false","","Won't talk","","6_18","","","","","","",""
